date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,total_strikes_accuracy
2021-10-16,0,Andrew Sanchez,Bruno Silva,Middleweight,Orthodox,1988-04-08,KO/TKO,755,3,2:35,74.0,73.0,73.50427350427351
2021-10-16,1,Bruno Silva,Andrew Sanchez,Middleweight,Orthodox,1989-07-13,KO/TKO,755,3,2:35,74.0,72.0,64.51612903225806
2021-10-23,0,Laureano Staropoli,Jamie Pickett,Middleweight,Orthodox,1993-02-27,U-DEC,900,3,5:00,71.0,73.0,53.75
2021-10-23,1,Jamie Pickett,Laureano Staropoli,Middleweight,Orthodox,1988-08-29,U-DEC,900,3,5:00,80.0,74.0,53.70370370370371
2021-10-23,0,Junyong Park,Gregory Rodrigues,Middleweight,Orthodox,1991-02-27,KO/TKO,493,2,3:13,73.0,70.0,52.67857142857143
2021-10-23,1,Gregory Rodrigues,Junyong Park,Middleweight,Orthodox,1992-02-17,KO/TKO,493,2,3:13,75.0,75.0,76.53061224489795
2021-10-30,0,Hu Yaozong,Andre Petroski,Middleweight,Orthodox,1995-04-07,SUB,886,3,4:46,72.0,75.0,40.298507462686565
2021-10-30,1,Andre Petroski,Hu Yaozong,Middleweight,Switch,1991-06-12,SUB,886,3,4:46,73.0,72.0,71.17117117117117
2021-10-30,0,Roman Kopylov,Albert Duraev,Middleweight,Southpaw,1991-05-04,U-DEC,900,3,5:00,75.0,72.0,48.64864864864865
2021-10-30,1,Albert Duraev,Roman Kopylov,Middleweight,Orthodox,1989-01-05,U-DEC,900,3,5:00,75.0,71.0,57.35849056603774
2021-11-06,0,Edmen Shahbazyan,Nassourdine Imavov,Middleweight,Orthodox,1997-11-20,KO/TKO,592,2,4:52,74.0,74.0,67.44186046511628
2021-11-06,1,Nassourdine Imavov,Edmen Shahbazyan,Middleweight,Orthodox,1995-03-01,KO/TKO,592,2,4:52,75.0,75.0,73.5632183908046
2021-11-06,0,Phil Hawes,Chris Curtis,Middleweight,Orthodox,1989-01-08,KO/TKO,267,1,4:27,77.0,72.0,53.84615384615385
2021-11-06,1,Chris Curtis,Phil Hawes,Middleweight,Orthodox,1987-07-15,KO/TKO,267,1,4:27,75.0,70.0,59.45945945945946
2021-11-06,0,Andreas Michailidis,Alex Pereira,Middleweight,Orthodox,1988-07-18,KO/TKO,318,2,0:18,76.0,72.0,57.89473684210527
2021-11-06,1,Alex Pereira,Andreas Michailidis,Middleweight,Orthodox,1987-07-07,KO/TKO,318,2,0:18,79.0,76.0,75.75757575757575
2021-12-04,0,Maki Pitolo,Dusko Todorovic,Middleweight,Orthodox,1990-11-24,KO/TKO,274,1,4:34,75.0,70.0,44.82758620689656
2021-12-04,1,Dusko Todorovic,Maki Pitolo,Middleweight,Orthodox,1994-05-19,KO/TKO,274,1,4:34,74.0,73.0,73.62637362637363
2021-12-04,0,Brendan Allen,Chris Curtis,Middleweight,Orthodox,1995-12-28,KO/TKO,418,2,1:58,75.0,74.0,61.11111111111112
2021-12-04,1,Chris Curtis,Brendan Allen,Middleweight,Orthodox,1987-07-15,KO/TKO,418,2,1:58,75.0,70.0,66.66666666666666
2021-12-11,0,Eryk Anders,Andre Muniz,Middleweight,Southpaw,1987-04-21,SUB,193,1,3:13,75.0,73.0,23.07692307692308
2021-12-11,1,Andre Muniz,Eryk Anders,Middleweight,Southpaw,1990-02-17,SUB,193,1,3:13,78.0,73.0,60.0
2021-12-11,0,Jordan Wright,Bruno Silva,Middleweight,Orthodox,1991-10-07,KO/TKO,88,1,1:28,77.0,74.0,78.57142857142857
2021-12-11,1,Bruno Silva,Jordan Wright,Middleweight,Orthodox,1989-07-13,KO/TKO,88,1,1:28,74.0,72.0,66.66666666666666
2021-12-18,0,Dustin Stoltzfus,Gerald Meerschaert,Middleweight,Orthodox,1991-11-15,SUB,778,3,2:58,75.0,72.0,70.83333333333334
2021-12-18,1,Gerald Meerschaert,Dustin Stoltzfus,Middleweight,Southpaw,1987-12-18,SUB,778,3,2:58,77.0,73.0,63.33333333333333
2022-01-15,0,Joseph Holmes,Jamie Pickett,Middleweight,Orthodox,1995-07-04,U-DEC,900,3,5:00,80.0,76.0,58.415841584158414
2022-01-15,1,Jamie Pickett,Joseph Holmes,Middleweight,Orthodox,1988-08-29,U-DEC,900,3,5:00,80.0,74.0,42.85714285714285
2022-02-05,0,Marc-Andre Barriault,Chidi Njokuani,Middleweight,Orthodox,1990-02-18,KO/TKO,16,1,0:16,74.0,73.0,100.0
2022-02-05,1,Chidi Njokuani,Marc-Andre Barriault,Middleweight,Orthodox,1988-12-31,KO/TKO,16,1,0:16,80.0,75.0,100.0
2022-02-05,0,Tresean Gore,Bryan Battle,Middleweight,Switch,1994-06-21,U-DEC,900,3,5:00,75.0,72.0,68.25396825396825
2022-02-05,1,Bryan Battle,Tresean Gore,Middleweight,Orthodox,1994-09-21,U-DEC,900,3,5:00,77.0,73.0,58.620689655172406
2022-02-05,0,Punahele Soriano,Nick Maximov,Middleweight,Southpaw,1992-11-22,S-DEC,900,3,5:00,72.0,71.0,79.56989247311827
2022-02-05,1,Nick Maximov,Punahele Soriano,Middleweight,Southpaw,1997-12-23,S-DEC,900,3,5:00,76.0,72.0,73.17073170731707
2022-02-05,0,Jack Hermansson,Sean Strickland,Middleweight,Orthodox,1988-06-10,S-DEC,1500,5,5:00,77.0,73.0,38.81019830028329
2022-02-05,1,Sean Strickland,Jack Hermansson,Middleweight,Orthodox,1991-02-27,S-DEC,1500,5,5:00,76.0,73.0,47.63313609467456
2022-02-12,0,AJ Dobson,Jacob Malkoun,Middleweight,Orthodox,1992-01-18,U-DEC,900,3,5:00,76.0,73.0,61.81818181818181
2022-02-12,1,Jacob Malkoun,AJ Dobson,Middleweight,Orthodox,1995-08-26,U-DEC,900,3,5:00,73.0,69.0,71.76470588235294
2022-02-12,0,Derek Brunson,Jared Cannonier,Middleweight,Southpaw,1984-01-04,KO/TKO,569,2,4:29,77.0,73.0,46.601941747572816
2022-02-12,1,Jared Cannonier,Derek Brunson,Middleweight,Switch,1984-03-16,KO/TKO,569,2,4:29,77.0,71.0,63.54166666666666
2022-02-12,0,Robert Whittaker,Israel Adesanya,Middleweight,Orthodox,1990-12-20,U-DEC,1500,5,5:00,73.0,72.0,49.00662251655629
2022-02-12,1,Israel Adesanya,Robert Whittaker,Middleweight,Switch,1989-07-22,U-DEC,1500,5,5:00,80.0,76.0,52.12765957446809
2022-02-19,0,Abdul Razak Alhassan,Joaquin Buckley,Middleweight,Orthodox,1985-08-11,S-DEC,900,3,5:00,73.0,70.0,53.398058252427184
2022-02-19,1,Joaquin Buckley,Abdul Razak Alhassan,Middleweight,Southpaw,1994-04-27,S-DEC,900,3,5:00,76.0,70.0,35.84905660377358
2022-02-26,0,Gregory Rodrigues,Armen Petrosyan,Middleweight,Orthodox,1992-02-17,S-DEC,900,3,5:00,75.0,75.0,45.86466165413533
2022-02-26,1,Armen Petrosyan,Gregory Rodrigues,Middleweight,Orthodox,1990-11-02,S-DEC,900,3,5:00,71.0,75.0,55.172413793103445
2022-02-26,0,Misha Cirkunov,Wellington Turman,Middleweight,Orthodox,1987-02-27,SUB,389,2,1:29,77.0,75.0,78.125
2022-02-26,1,Wellington Turman,Misha Cirkunov,Middleweight,Orthodox,1996-07-22,SUB,389,2,1:29,72.0,72.0,85.71428571428571
2022-03-12,0,Dalcha Lungiambula,Cody Brundage,Middleweight,Orthodox,1987-07-31,SUB,221,1,3:41,76.0,68.0,60.24096385542169
2022-03-12,1,Cody Brundage,Dalcha Lungiambula,Middleweight,Orthodox,1994-05-16,SUB,221,1,3:41,72.0,72.0,50.0
2022-03-12,0,Bruno Silva,Alex Pereira,Middleweight,Orthodox,1989-07-13,U-DEC,900,3,5:00,74.0,72.0,45.0
2022-03-12,1,Alex Pereira,Bruno Silva,Middleweight,Orthodox,1987-07-07,U-DEC,900,3,5:00,79.0,76.0,69.0376569037657
2022-03-26,0,Denis Tiuliulin,Aliaskhab Khizriev,Middleweight,Orthodox,1988-05-17,SUB,418,2,1:58,77.0,73.0,45.74468085106383
2022-03-26,1,Aliaskhab Khizriev,Denis Tiuliulin,Middleweight,Southpaw,1990-08-24,SUB,418,2,1:58,74.0,69.0,68.35443037974683
2022-04-09,0,Josh Fremd,Anthony Hernandez,Middleweight,Orthodox,1994-01-15,U-DEC,900,3,5:00,76.0,76.0,64.17910447761194
2022-04-09,1,Anthony Hernandez,Josh Fremd,Middleweight,Orthodox,1993-10-18,U-DEC,900,3,5:00,75.0,72.0,73.38709677419355
2022-04-16,0,Gadzhi Omargadzhiev,Caio Borralho,Middleweight,Switch,1993-02-24,U-DEC,836,3,3:56,71.0,73.0,67.77777777777779
2022-04-16,1,Caio Borralho,Gadzhi Omargadzhiev,Middleweight,Southpaw,1993-01-16,U-DEC,836,3,3:56,75.0,70.0,73.25581395348837
2022-04-30,0,Gerald Meerschaert,Krzysztof Jotko,Middleweight,Southpaw,1987-12-18,U-DEC,900,3,5:00,77.0,73.0,45.54455445544555
2022-04-30,1,Krzysztof Jotko,Gerald Meerschaert,Middleweight,Southpaw,1989-08-19,U-DEC,900,3,5:00,77.0,73.0,66.15384615384615
2022-05-14,0,Nick Maximov,Andre Petroski,Middleweight,Southpaw,1997-12-23,SUB,76,1,1:16,76.0,72.0,36.36363636363637
2022-05-14,1,Andre Petroski,Nick Maximov,Middleweight,Switch,1991-06-12,SUB,76,1,1:16,73.0,72.0,10.0
2022-05-21,0,Alen Amedovski,Joseph Holmes,Middleweight,Orthodox,1988-04-06,SUB,64,1,1:04,74.0,70.0,12.5
2022-05-21,1,Joseph Holmes,Alen Amedovski,Middleweight,Orthodox,1995-07-04,SUB,64,1,1:04,80.0,76.0,69.56521739130434
2022-05-21,0,Eryk Anders,Junyong Park,Middleweight,Southpaw,1987-04-21,S-DEC,900,3,5:00,75.0,73.0,48.38709677419355
2022-05-21,1,Junyong Park,Eryk Anders,Middleweight,Orthodox,1991-02-27,S-DEC,900,3,5:00,73.0,70.0,57.75401069518716
2022-05-21,0,Dusko Todorovic,Chidi Njokuani,Middleweight,Orthodox,1994-05-19,KO/TKO,288,1,4:48,74.0,73.0,81.81818181818183
2022-05-21,1,Chidi Njokuani,Dusko Todorovic,Middleweight,Orthodox,1988-12-31,KO/TKO,288,1,4:48,80.0,75.0,82.6086956521739
2022-06-11,0,Jacob Malkoun,Brendan Allen,Middleweight,Orthodox,1995-08-26,U-DEC,900,3,5:00,73.0,69.0,68.75
2022-06-11,1,Brendan Allen,Jacob Malkoun,Middleweight,Orthodox,1995-12-28,U-DEC,900,3,5:00,75.0,74.0,72.95081967213115
2022-06-18,0,Kyle Daukaus,Roman Dolidze,Middleweight,Southpaw,1993-02-27,KO/TKO,73,1,1:13,76.0,75.0,50.0
2022-06-18,1,Roman Dolidze,Kyle Daukaus,Middleweight,Orthodox,1988-07-15,KO/TKO,73,1,1:13,76.0,74.0,58.82352941176471
2022-06-18,0,Deron Winn,Phil Hawes,Middleweight,Orthodox,1989-06-13,KO/TKO,565,2,4:25,70.0,66.0,29.82456140350877
2022-06-18,1,Phil Hawes,Deron Winn,Middleweight,Orthodox,1989-01-08,KO/TKO,565,2,4:25,77.0,72.0,65.96858638743456
2022-06-18,0,Julian Marquez,Gregory Rodrigues,Middleweight,Orthodox,1990-05-08,KO/TKO,198,1,3:18,72.0,74.0,30.95238095238096
2022-06-18,1,Gregory Rodrigues,Julian Marquez,Middleweight,Orthodox,1992-02-17,KO/TKO,198,1,3:18,75.0,75.0,67.56756756756756
2022-06-18,0,Albert Duraev,Joaquin Buckley,Middleweight,Orthodox,1989-01-05,KO/TKO,600,2,5:00,75.0,71.0,28.33333333333333
2022-06-18,1,Joaquin Buckley,Albert Duraev,Middleweight,Southpaw,1994-04-27,KO/TKO,600,2,5:00,76.0,70.0,27.77777777777778
2022-06-25,0,Rodolfo Vieira,Chris Curtis,Middleweight,Orthodox,1989-09-25,U-DEC,900,3,5:00,73.0,72.0,60.40268456375839
2022-06-25,1,Chris Curtis,Rodolfo Vieira,Middleweight,Orthodox,1987-07-15,U-DEC,900,3,5:00,75.0,70.0,66.32124352331607
2000-06-09,1,Matt Hughes,Marcelo Aguiar,Welterweight,Switch,1973-10-13,KO/TKO,274,1,4:34,73.0,69.0,69.04761904761905
2000-06-09,0,John Alessio,Pat Miletich,Welterweight,Orthodox,1979-07-05,SUB,403,2,1:43,72.0,70.0,90.0
2000-11-17,0,Chris Lytle,Ben Earwood,Welterweight,Orthodox,1974-08-18,U-DEC,600,2,5:00,68.0,71.0,93.5483870967742
2000-12-16,0,Matt Hughes,Dennis Hallman,Welterweight,Switch,1973-10-13,SUB,20,1,0:20,73.0,69.0,100.0
2000-12-16,1,Dennis Hallman,Matt Hughes,Welterweight,Orthodox,1975-12-02,SUB,20,1,0:20,72.0,69.0,0.0
2001-02-23,1,Sean Sherk,Tiki Ghosn,Welterweight,Orthodox,1973-08-05,SUB,587,2,4:47,67.0,66.0,91.78082191780824
2001-05-04,1,Tony DeSouza,Steve Berger,Welterweight,Southpaw,1974-07-26,U-DEC,900,3,5:00,70.0,72.0,71.83098591549296
2001-05-04,0,Matt Serra,Shonie Carter,Welterweight,Orthodox,1974-06-02,KO/TKO,891,3,4:51,68.0,66.0,61.36363636363637
2001-06-29,1,Tony DeSouza,Paul Rodriguez,Welterweight,Southpaw,1974-07-26,SUB,65,1,1:05,70.0,72.0,33.33333333333333
2001-09-28,0,Tony DeSouza,Jutaro Nakao,Welterweight,Southpaw,1974-07-26,KO/TKO,315,2,0:15,70.0,72.0,91.83673469387756
2001-09-28,0,Yves Edwards,Matt Serra,Welterweight,Southpaw,1976-09-30,M-DEC,900,3,5:00,73.0,69.0,81.81818181818183
2001-09-28,1,Matt Serra,Yves Edwards,Welterweight,Orthodox,1974-06-02,M-DEC,900,3,5:00,68.0,66.0,64.51612903225806
2001-11-02,1,Matt Hughes,Carlos Newton,Welterweight,Switch,1973-10-13,KO/TKO,387,2,1:27,73.0,69.0,70.0
2002-03-22,1,Sean Sherk,Jutaro Nakao,Welterweight,Orthodox,1973-08-05,U-DEC,900,3,5:00,67.0,66.0,94.1908713692946
2002-03-22,1,Matt Hughes,Hayato Sakurai,Welterweight,Switch,1973-10-13,KO/TKO,1081,4,3:01,73.0,69.0,81.75182481751825
2002-05-10,0,Aaron Riley,Robbie Lawler,Welterweight,Southpaw,1980-12-09,U-DEC,900,3,5:00,69.0,68.0,54.70588235294118
2002-05-10,1,Robbie Lawler,Aaron Riley,Welterweight,Southpaw,1982-03-20,U-DEC,900,3,5:00,74.0,71.0,49.43181818181818
2002-06-22,1,Robbie Lawler,Steve Berger,Welterweight,Southpaw,1982-03-20,KO/TKO,327,2,0:27,74.0,71.0,62.903225806451616
2002-07-13,1,Matt Hughes,Carlos Newton,Welterweight,Switch,1973-10-13,KO/TKO,1117,4,3:37,73.0,69.0,84.5528455284553
2002-09-27,1,Sean Sherk,Benji Radach,Welterweight,Orthodox,1973-08-05,KO/TKO,256,1,4:16,67.0,66.0,88.23529411764706
2002-11-22,1,Robbie Lawler,Tiki Ghosn,Welterweight,Southpaw,1982-03-20,KO/TKO,89,1,1:29,74.0,71.0,45.45454545454545
2002-11-22,1,Matt Hughes,Gil Castillo,Welterweight,Switch,1973-10-13,KO/TKO,300,1,5:00,73.0,69.0,78.26086956521739
2003-04-25,0,Robbie Lawler,Pete Spratt,Welterweight,Southpaw,1982-03-20,SUB,448,2,2:28,74.0,71.0,70.58823529411765
2003-04-25,0,Sean Sherk,Matt Hughes,Welterweight,Orthodox,1973-08-05,U-DEC,1500,5,5:00,67.0,66.0,86.22754491017965
2003-04-25,1,Matt Hughes,Sean Sherk,Welterweight,Switch,1973-10-13,U-DEC,1500,5,5:00,73.0,69.0,68.57142857142857
2003-09-26,1,Nick Diaz,Jeremy Jackson,Welterweight,Southpaw,1983-08-02,SUB,724,3,2:04,76.0,73.0,85.98130841121495
2003-09-26,1,Karo Parisyan,Dave Strasser,Welterweight,Orthodox,1982-08-28,SUB,232,1,3:52,72.0,70.0,67.85714285714286
2003-11-21,0,Chris Lytle,Robbie Lawler,Welterweight,Orthodox,1974-08-18,U-DEC,900,3,5:00,68.0,71.0,51.2
2003-11-21,1,Robbie Lawler,Chris Lytle,Welterweight,Southpaw,1982-03-20,U-DEC,900,3,5:00,74.0,71.0,54.83870967741935
2003-11-21,0,Frank Trigg,Matt Hughes,Welterweight,Southpaw,1972-05-07,SUB,234,1,3:54,71.0,69.0,25.0
2003-11-21,1,Matt Hughes,Frank Trigg,Welterweight,Switch,1973-10-13,SUB,234,1,3:54,73.0,69.0,0.0
2004-01-31,0,Karo Parisyan,Georges St-Pierre,Welterweight,Orthodox,1982-08-28,U-DEC,900,3,5:00,72.0,70.0,69.6969696969697
2004-01-31,1,Georges St-Pierre,Karo Parisyan,Welterweight,Orthodox,1981-05-19,U-DEC,900,3,5:00,76.0,71.0,77.96610169491525
2004-01-31,0,Matt Hughes,BJ Penn,Welterweight,Switch,1973-10-13,SUB,279,1,4:39,73.0,69.0,71.42857142857143
2004-01-31,1,BJ Penn,Matt Hughes,Welterweight,Orthodox,1978-12-13,SUB,279,1,4:39,70.0,69.0,84.61538461538461
2004-04-02,0,Robbie Lawler,Nick Diaz,Welterweight,Southpaw,1982-03-20,KO/TKO,391,2,1:31,74.0,71.0,27.27272727272727
2004-04-02,1,Nick Diaz,Robbie Lawler,Welterweight,Southpaw,1983-08-02,KO/TKO,391,2,1:31,76.0,73.0,34.93975903614458
2004-04-02,1,Chris Lytle,Tiki Ghosn,Welterweight,Orthodox,1974-08-18,SUB,415,2,1:55,68.0,71.0,52.083333333333336
2004-06-19,0,Jay Hieron,Georges St-Pierre,Welterweight,Orthodox,1976-07-29,KO/TKO,102,1,1:42,75.0,72.0,55.55555555555556
2004-06-19,1,Georges St-Pierre,Jay Hieron,Welterweight,Orthodox,1981-05-19,KO/TKO,102,1,1:42,76.0,71.0,80.43478260869566
2004-06-19,1,Matt Hughes,Renato Verissimo,Welterweight,Switch,1973-10-13,U-DEC,900,3,5:00,73.0,69.0,54.83870967741935
2004-06-19,0,Dennis Hallman,Frank Trigg,Welterweight,Orthodox,1975-12-02,KO/TKO,255,1,4:15,72.0,69.0,73.68421052631578
2004-06-19,1,Frank Trigg,Dennis Hallman,Welterweight,Southpaw,1972-05-07,KO/TKO,255,1,4:15,71.0,69.0,60.71428571428571
2004-08-21,0,Nick Diaz,Karo Parisyan,Welterweight,Southpaw,1983-08-02,S-DEC,900,3,5:00,76.0,73.0,64.02116402116403
2004-08-21,1,Karo Parisyan,Nick Diaz,Welterweight,Orthodox,1982-08-28,S-DEC,900,3,5:00,72.0,70.0,46.15384615384615
2004-08-21,1,Chris Lytle,Ronald Jhun,Welterweight,Orthodox,1974-08-18,SUB,377,2,1:17,68.0,71.0,64.40677966101694
2004-10-22,1,Frank Trigg,Renato Verissimo,Welterweight,Southpaw,1972-05-07,KO/TKO,431,2,2:11,71.0,69.0,69.89247311827957
2004-10-22,0,Georges St-Pierre,Matt Hughes,Welterweight,Orthodox,1981-05-19,SUB,299,1,4:59,76.0,71.0,50.0
2004-10-22,1,Matt Hughes,Georges St-Pierre,Welterweight,Switch,1973-10-13,SUB,299,1,4:59,73.0,69.0,38.095238095238095
2005-02-05,0,Drew Fickett,Nick Diaz,Welterweight,Orthodox,1979-12-14,KO/TKO,280,1,4:40,70.0,70.0,30.76923076923077
2005-02-05,1,Nick Diaz,Drew Fickett,Welterweight,Southpaw,1983-08-02,KO/TKO,280,1,4:40,76.0,73.0,88.88888888888889
2005-02-05,0,Chris Lytle,Karo Parisyan,Welterweight,Orthodox,1974-08-18,U-DEC,900,3,5:00,68.0,71.0,86.56716417910447
2005-02-05,1,Karo Parisyan,Chris Lytle,Welterweight,Orthodox,1982-08-28,U-DEC,900,3,5:00,72.0,70.0,65.32258064516128
2005-04-09,1,Alex Karalexis,Josh Rafferty,Welterweight,Orthodox,1977-09-20,KO/TKO,100,1,1:40,66.0,68.0,63.1578947368421
2005-04-16,1,Georges St-Pierre,Jason Miller,Welterweight,Orthodox,1981-05-19,U-DEC,900,3,5:00,76.0,71.0,79.05405405405406
2005-04-16,0,Frank Trigg,Matt Hughes,Welterweight,Southpaw,1972-05-07,SUB,245,1,4:05,71.0,69.0,75.75757575757575
2005-04-16,1,Matt Hughes,Frank Trigg,Welterweight,Switch,1973-10-13,SUB,245,1,4:05,73.0,69.0,76.0
2005-06-04,1,Nick Diaz,Koji Oishi,Welterweight,Southpaw,1983-08-02,KO/TKO,84,1,1:24,76.0,73.0,57.77777777777777
2005-06-04,0,Matt Serra,Karo Parisyan,Welterweight,Orthodox,1974-06-02,U-DEC,900,3,5:00,68.0,66.0,57.14285714285714
2005-06-04,1,Karo Parisyan,Matt Serra,Welterweight,Orthodox,1982-08-28,U-DEC,900,3,5:00,72.0,70.0,59.16230366492147
2005-08-06,0,Josh Neer,Drew Fickett,Welterweight,Orthodox,1983-03-24,SUB,95,1,1:35,72.0,71.0,0.0
2005-08-06,1,Drew Fickett,Josh Neer,Welterweight,Orthodox,1979-12-14,SUB,95,1,1:35,70.0,70.0,75.0
2005-08-06,0,Alex Karalexis,Kenny Florian,Welterweight,Orthodox,1977-09-20,KO/TKO,472,2,2:52,66.0,68.0,36.0
2005-08-06,1,Kenny Florian,Alex Karalexis,Welterweight,Southpaw,1976-05-26,KO/TKO,472,2,2:52,74.0,70.0,58.333333333333336
2005-08-06,1,Josh Koscheck,Pete Spratt,Welterweight,Orthodox,1977-11-30,SUB,113,1,1:53,73.0,70.0,66.66666666666666
2005-08-20,0,Frank Trigg,Georges St-Pierre,Welterweight,Southpaw,1972-05-07,SUB,249,1,4:09,71.0,69.0,33.33333333333333
2005-08-20,1,Georges St-Pierre,Frank Trigg,Welterweight,Orthodox,1981-05-19,SUB,249,1,4:09,76.0,71.0,84.0909090909091
2005-08-20,1,Diego Sanchez,Brian Gassaway,Welterweight,Southpaw,1981-12-31,KO/TKO,416,2,1:56,72.0,70.0,60.46511627906976
2005-10-03,0,Jay Hieron,Jonathan Goulet,Welterweight,Orthodox,1976-07-29,KO/TKO,665,3,1:05,75.0,72.0,60.41666666666666
2005-10-03,1,Jonathan Goulet,Jay Hieron,Welterweight,Orthodox,1979-07-13,KO/TKO,665,3,1:05,73.0,72.0,62.37623762376238
2005-10-03,0,Thiago Alves,Spencer Fisher,Welterweight,Orthodox,1983-10-03,SUB,583,2,4:43,70.0,69.0,62.22222222222222
2005-10-03,1,Spencer Fisher,Thiago Alves,Welterweight,Southpaw,1976-05-09,SUB,583,2,4:43,68.0,67.0,47.82608695652174
2005-10-03,0,Josh Koscheck,Drew Fickett,Welterweight,Orthodox,1977-11-30,SUB,868,3,4:28,73.0,70.0,89.62264150943396
2005-10-03,1,Drew Fickett,Josh Koscheck,Welterweight,Orthodox,1979-12-14,SUB,868,3,4:28,70.0,70.0,73.33333333333333
2005-10-07,0,Chris Lytle,Joe Riggs,Welterweight,Orthodox,1974-08-18,KO/TKO,420,2,2:00,68.0,71.0,82.53968253968253
2005-10-07,1,Joe Riggs,Chris Lytle,Welterweight,Southpaw,1982-09-23,KO/TKO,420,2,2:00,70.0,72.0,70.27027027027027
2005-11-05,0,Marcus Davis,Melvin Guillard,Welterweight,Southpaw,1973-08-24,KO/TKO,475,2,2:55,70.0,70.0,78.82352941176471
2005-11-05,1,Melvin Guillard,Marcus Davis,Welterweight,Orthodox,1983-03-30,KO/TKO,475,2,2:55,71.0,69.0,51.21951219512195
2005-11-05,1,Joshua Burkman,Sammy Morgan,Welterweight,Orthodox,1980-04-10,KO/TKO,21,1,0:21,72.0,70.0,80.0
2005-11-05,1,Kenny Florian,Kit Cope,Welterweight,Southpaw,1976-05-26,SUB,337,2,0:37,74.0,70.0,74.0
2005-11-05,0,Luke Cummo,Joe Stevenson,Welterweight,Orthodox,1980-04-27,U-DEC,900,3,5:00,74.0,72.0,72.52747252747253
2005-11-05,1,Joe Stevenson,Luke Cummo,Welterweight,Orthodox,1982-06-15,U-DEC,900,3,5:00,70.0,67.0,75.32467532467533
2005-11-05,0,Nick Diaz,Diego Sanchez,Welterweight,Southpaw,1983-08-02,U-DEC,900,3,5:00,76.0,73.0,81.94444444444444
2005-11-05,1,Diego Sanchez,Nick Diaz,Welterweight,Southpaw,1981-12-31,U-DEC,900,3,5:00,72.0,70.0,52.84552845528455
2005-11-19,1,Nick Thompson,Keith Wisniewski,Welterweight,Orthodox,1981-06-23,U-DEC,900,3,5:00,74.0,73.0,63.52941176470588
2005-11-19,1,Thiago Alves,Ansar Chalangov,Welterweight,Orthodox,1983-10-03,KO/TKO,145,1,2:25,70.0,69.0,75.0
2005-11-19,0,Sean Sherk,Georges St-Pierre,Welterweight,Orthodox,1973-08-05,KO/TKO,473,2,2:53,67.0,66.0,47.76119402985074
2005-11-19,1,Georges St-Pierre,Sean Sherk,Welterweight,Orthodox,1981-05-19,KO/TKO,473,2,2:53,76.0,71.0,59.09090909090909
2005-11-19,0,Joe Riggs,Matt Hughes,Welterweight,Southpaw,1982-09-23,SUB,208,1,3:28,70.0,72.0,20.0
2005-11-19,1,Matt Hughes,Joe Riggs,Welterweight,Switch,1973-10-13,SUB,208,1,3:28,73.0,69.0,64.28571428571429
2006-01-16,0,Alex Karalexis,Jason Von Flue,Welterweight,Orthodox,1977-09-20,SUB,677,3,1:17,66.0,68.0,45.45454545454545
2006-01-16,0,Aaron Riley,Spencer Fisher,Welterweight,Southpaw,1980-12-09,KO/TKO,300,1,5:00,69.0,68.0,53.125
2006-01-16,1,Spencer Fisher,Aaron Riley,Welterweight,Southpaw,1976-05-09,KO/TKO,300,1,5:00,68.0,67.0,42.85714285714285
2006-01-16,0,Jonathan Goulet,Duane Ludwig,Welterweight,Orthodox,1979-07-13,KO/TKO,6,1,0:06,73.0,72.0,0.0
2006-01-16,1,Duane Ludwig,Jonathan Goulet,Welterweight,Orthodox,1978-08-04,KO/TKO,6,1,0:06,70.0,70.0,100.0
2006-01-16,0,Melvin Guillard,Josh Neer,Welterweight,Orthodox,1983-03-30,SUB,260,1,4:20,71.0,69.0,22.641509433962263
2006-01-16,1,Josh Neer,Melvin Guillard,Welterweight,Orthodox,1983-03-24,SUB,260,1,4:20,72.0,71.0,57.14285714285714
2006-01-16,0,Drew Fickett,Joshua Burkman,Welterweight,Orthodox,1979-12-14,SUB,67,1,1:07,70.0,70.0,25.0
2006-01-16,1,Joshua Burkman,Drew Fickett,Welterweight,Orthodox,1980-04-10,SUB,67,1,1:07,72.0,70.0,80.0
2006-02-04,0,Nick Diaz,Joe Riggs,Welterweight,Southpaw,1983-08-02,U-DEC,900,3,5:00,76.0,73.0,63.0
2006-02-04,1,Joe Riggs,Nick Diaz,Welterweight,Southpaw,1982-09-23,U-DEC,900,3,5:00,70.0,72.0,51.11111111111111
2006-03-04,0,BJ Penn,Georges St-Pierre,Welterweight,Orthodox,1978-12-13,S-DEC,900,3,5:00,70.0,69.0,64.74358974358975
2006-03-04,1,Georges St-Pierre,BJ Penn,Welterweight,Orthodox,1981-05-19,S-DEC,900,3,5:00,76.0,71.0,63.67924528301887
2006-04-06,1,Josh Koscheck,Ansar Chalangov,Welterweight,Orthodox,1977-11-30,SUB,209,1,3:29,73.0,70.0,40.0
2006-04-06,0,Joshua Burkman,Jon Fitch,Welterweight,Orthodox,1980-04-10,SUB,597,2,4:57,72.0,70.0,57.14285714285714
2006-04-06,1,Jon Fitch,Joshua Burkman,Welterweight,Orthodox,1978-02-24,SUB,597,2,4:57,74.0,72.0,81.87919463087249
2006-04-06,1,Luke Cummo,Jason Von Flue,Welterweight,Orthodox,1980-04-27,U-DEC,900,3,5:00,74.0,72.0,58.78787878787879
